Comentarios,Categoria
Este barco se hunde un poquito mas con las políticas de PSOE- PUDIMOS (y nos lo llevamos),politica
Chanchullos de socialcomunistas...,politica
El gobierno y sus amiguetes...,politica
Hola muy buenas que tal están ustedes?,politica
"Señor Rallo, ¿qué ha pasado con la sentencia que obliga a pagar a la Agencia Tributaria Española, una cantidad bastante importante de dinero, por gravar las inversiones de los fondos soberanos?",politica
"Mi pregunta es: ¿quién está detrás de Plus Ultra? Porque leo más nombres que Maduro, como por ejemplo Delcy, Abalos, Camilo Ibrahim, Inditex... Y si metemos a ""próximos a Maduro"" pues también metemos a Rodrigo Rato.",politica
"Como siempre haces una labor inmensa.... pero es lamentable como hiciste en el directo de ayer, que equipares los derechos como la eutanasia, que como cualquier persona que respeta las decisiones ajenas y su proyecto vital yo apoyo, a la economía a la hora de votar porque es una escala gigantescamente distinta.... 
Así los que se quieran suicidar porque llevan  a sus familias a ruina podrán hacerlo en el sistema público... (esto es una ironía). 
Es lamentable tu opción sobre el voto coincidente con el cantamañanas de Gisbert... 
Tengo 20 años más que tú, viví con Franco y la transición. 
Vives en la teoría liberal y no en los hechos históricos de los países y en sus realidades... 
Haces una labor ingente pero eres un cantamañanas como Gisbert en este tema desde tu atalaya mediática y existencial de estómagos llenos y vida resuelta... Lamentable... tu postura...",politica
"Financiación del terrorismo, yo lo llamo asi, sin vueltas.",politica
Alguien puede decirme cómo se estima la economía sumergida?,politica
"Cada día nos arrimamos más a Argentina, hasta que la adelantemos, que parece ser que vamos bien encaminados.",politica
"Rallo eres una persona increíble, te admiro mucho, me inspiras cada día a seguir adelante. Sin jefes, ni dominio, ni servidumbre, nadie que me dé órdenes o me diga lo que tengo que hacer. Qué sensación!",politica
Lo de Venezuela no me convence,politica
"Lo de Plus Ultra huele a ""mula"" destinada a transportar ""cosas"" de España a Venezuela y de Venezuela a España. Espero que la Comisión y el Parlamento europeos intervengan cuanto antes",politica
"Aquí tiene su comentario, buen señor.",politica
"El tema de Plus Ultra huele a tratos de favor, es decir, corrupción en toda regla.
Y sobre los impuestos, vamos a irnos familiarizando y haciéndonos a la idea de que lo que pretenden es subirnos muchísimo más los impuestos, sobre todo a la clase media que somos el grosor de los españoles. Conclusión: la clase media cada vez más empobrecida y la clase política cada vez más ricos y con más privilegios.",politica
SOCIALISMO...ladrón con dinero de todos,politica
El caso Plus Ultra: Si nada como un pato y hace cuac-cuac... es un pato.,politica
Me ha gustado.,politica
Estos SOCIALISTAS nos están arruinando,politica
Plus ultra es estratégicamente comunista-bolivariana. Dentro de la SEPI hay mucha más kk rescatada y participada por el estado también a revisar.,politica
La izquierda de toda la vida..... gracias Rallo,politica
"Sonegad, mis amigos, SONEGAD. Que esta gentuza comunista viene a por tu dinero.",politica
Increíble está basura de gobierno.,politica
Quieren tener el avion preparado para largarse cuando los pille la justicia,politica
Que bueno,politica
Gran trabajo de investigación ,politica
"Es un verdadero escándalo del que el gobierno intentara desviar la atención, con otros problemas ""sociales"" y la pandemia... Un verdadero despropósito a costa del dinero público.",politica
"Juan Ramón, vaya pícaro de playa estás hecho con esa risilla de la foto jajajajaja",politica
"Trapicheos, trapicheos y subida de impuestos para lo más vulnerables; ese es su famoso gobierno “ progresista”.",politica
Esta bien que ataques a esta empresa a muerte por ser un escandalo..estaria guay que lo hicieras algun dia con otras aunque pongan anuncios en las tv..,politica
"Si era de Navantia la tía, vamos mal, ya que ese lugar es una puerta abierta para ex políticas (solo hay que ver los de Podemos que pasaron por allí).",politica
Está claro que es una operación política para fomentar el comunismo bolivariano en España,politica
"Rallo! Gracias por tu contenido. De no ser por ti, jamás me habría acercado al Liberalismo",politica
"Juan ramon rallo... de luz!! En información, economía etc!!!",politica
"Grande Rallo. Da gusto escuchar argumentos e hipótesis sólidas, alejandose de posiciones dogmáticas. Sigue así!",politica
Buenos días,politica
"Apoya la continuidad de este canal en:
- Patreon: http://www.patreon.com/juanrallo
- Youtube: https://www.youtube.com/channel/UCBLCvUUCiSqBCEc-TqZ9rGw/join
- Twitch: www.twitch.tv/juanrallo
- Paypal: https://bit.ly/2VEQ4QF
- Bitcoin: https://tippin.me/@juanrallo
- Bitcoin: https://paynym.is/+whiteheart43B
- Facebook: https://tinyurl.com/y4olp4qx
- Tienda en Teespring: https://teespring.com/stores/juanrallo",politica
Sabras de economía pero de derecho te falta...,politica
"La ley cambiará cuando los okupas empiecen a entrar en domicilios de Ábalos, Wyoming, Ferreras y periodistas/políticos/personajes públicos de izquierdas.",politica
"Cumple las normas en esta pandemia, que está matando a tanta gente, y no te pasará nada.
Simple no?
Ala a leer un libro",politica
El pueblo debe de empezar a armarse,politica
"Amén, salvo por una pequeña cuestión, haciendo de abogado del diablo. ¿no se puede entender que entran por ser delito continuado (habiendo por tanto flagrancia, es decir, el delito se está cometiendo nientras los agentes están al otro lado)? No me refiero a la negativa a identificarse, sino al mero hecho de estar dentro de la vivienda haciendo ruido e incumpliendo las disposiciones sobres limites de reuniones (en caso de que fuesen delito).  En cuanto a la producción de ruidos se que está tipificado en el código penal (art. 325), que no se si sería aplicable a una fiesta puntual dentro de un domicilio aunque el CP parece no poner fronteras donde acaba la infracción y donde empieza lo delictivo, entiendo que es cosa de jurisprudencia...",politica
No hay huevos de hacerlo en casas con ocupas. Hay que hacer el teatro en casas de personas que no se resisten.,politica
"Deberían de haber dicho que son okupas,  así la policía no podría entrar.",politica
Ya empezaron los Comunistas a cortar la libertad,politica
"Una precisión, Juan Ramón. La presencia en domicilios de personas no convivientes, así como cualquier prescripción de la LO 4/2015 de Seguridad Ciudadana (la famosa ley mordaza que tanto criticaban y ahora se hartan a usar y abusar) son objeto de sanción administrativa, pues son INFRACCIONES ADMINISTRATIVAS y por ende NO PENALES. 

No podría, por tanto, alegarse bajo ningún concepto el estarse ejecutando flagrante delito dado que se trata de infracción y no delito, que en ningún caso puede servir para inhibir el derecho a la inviolabilidad del domicilio del art18 de la Constitución. Lo cual deslegitima completamente la excusa dada por el Ministerio del Interior.",politica
Basura de políticos y gobierno,politica
"No es por ser el abogado del diablo, pero el delito estaba en proceso de consumarse, y no consumado. Desde esta perspectiva sí estaría justificada la entrada de la policía en la vivienda ¿no? No es que esté a favor de la patada en la puerta, simplemente lanzo la pregunta.",politica
"-toc toc, buenas noches. Policía 
- hola buenas agente, dígame...
-una pregunta, ¿como se les llama a las uvas deshidratadas?
-.....¿pasas?
-adentro chicos!!!!",politica
que significa invadir mi cuerpo y desde cuando un policia no puede hacerlo¿?,politica
"Y la libertad de estar en tu casa sin que unos *** te molesten?
Me parece bien que la policía corte por lo sano actitudes incivicas. La justicia es muy lenta para según que casos.",politica
"Pero como saben los policias que la fiesta (el delito) ya ha terminado? 
Igual cuando se vayan vuelve a empezar? 

Es un poco distinto ya que toda la gente sigue metida en la casa,",politica
Más clarito no lo has podido explicar. Pero los policías no tienen lo mínimo para entenderlo ni la profesionalidad como para no acatar órdenes ilegales.,politica
"La policía se ha puesto del lado de los delincuentes. 
En una casa de okupas no actúan igual. En un piso de los de la cabra y la etnia en los que trapicheando con drogas, no actúan igual, etc....
Se ensañan siempre con los débiles y conculcan sus derechos.
Cada día la policía se está desprestigiando más y más porque afortunadamente la gente les graban sus actuaciones ilegales, prepotentes y sin congruencia ni proporcionalidad.",politica
"Habria que ver si china hizo esto a proposito, no olvidemos que son amigos de cuanta mugre como maduro.",politica
"totalmente de acuerdo a tu argumentación juan Ramón, este estado de dictadura y dictadores comunista tiene que ser eliminado ya",politica
"Cualquier sociedad que por seguridad renuncia a su libertad, termina inevitablemente en una dictadura.",politica
"Inviolabilidad del domicilio. Vulneracion de un derecho fundamental si no tienen orden judicial. Esa contundencia no la utilizan cuando te ocupan la casa... Estos se creen que están en USA. Una pena que no les fulminen en su carrera policial y que no los metan en la carcel. Estos policías ni son policías ni son nada, son a los que les quitaban el bocadillo en el colegio y ahora que tienen placa, descargan toda su ira contra los demás... Pobres reprimidos!!!",politica
A mí me parece repudiable hasta que entren con orden judicial,politica
"El motivo de entrada es una desobediencia grave por la negativa a identificarse, delito flagrante y que no se consuma hasta que la policía o el autor abandonen el lugar. La fiesta es sólo una infracción administrativa que no faculta la entrada en domicilio. Por otra parte la ley mordaza (L.O. 4/2015) contempla la desobediencia leve por la negativa a identificarse cuando finalmente el autor accede a mostrar la documentación al agente actualmente, nada que ver con el delito de desobediencia. 
Estas juzgando una actuación policial por un video de 2 minutos y lo que pueda declarar una parte afectada, un análisis muy parcial por tu lado",politica
"Juan Ramón, veo todos tus videos y concuerdo con tus ideas, pero permíteme que hoy discrepe contigo.
No se puede construir un estado de derecho sin seguridad. Es un pilar fundamental.
Aquí no se debería debatir sobre si la entrada es por una fiesta, por ruidos, o en prevención del COVID, aquí se ha cometido un delito (resistencia grave a Agentes de la autoridad) y como tal, a mi parecer, la entrada está justificada (como así ha ratificado el juez que entiende de esta causa en particular). 
La fiesta en si, no es delito, es infracción, por tanto cuando dices “el delito ya estaba consumado” estas errando enormemente, el delito es no identificarse al ser requerido reiteradamente. Y un delito se considera consumado cuando termina la acción, por tanto, mientras esa gente no se identifique sigue “consumándose”. En este caso, puede parecer desproporcionado por ser una fiesta, pero... y si robo un coche y me meto en mi casa corriendo... nunca podrán detenerme si no lo dice un juez? Un saludo enorme",politica
"Haces una fiesta? patada en la puerta

Ocupan tu casa? ya se resolvera entre 1 a 10 años",politica
"De verdad os tragais ese video de la patada en la puerta? Es un teatro en el que no se oye a nadie nervioso por lo que pasa. 
Su único fin es meternos más miedo en el cuerpo y someternos más aún si se puede. 
Lo próximo que nos impedirán será hablar por la calle o cualquier burrada semejante. Hasta cuándo vamos a tragar?",politica
"Las fiestas en casa no son delitos, son faltas administrativas",politica
NO te llaman de la Sexta para hablar de estos temas?? Qué raro...,politica
"""El Estado está aprovechando la pandemia para cercenar algunos de nuestros derechos más fundamentales"". Hombre, Rallo, pero tú apoyaste los confinamientos desde el primer momento. Tu famoso vídeo con el libro de ""Liberalismo"" caído. Un poco tarde para lamentarse ahora.",politica
Los que vendan su libertad por la seguridad del estado no tendrán ni seguridad ni libertad,politica
excelente operativa,politica
"Ave Pedro, morituri te salutan est",politica
no podemos tolerar esto,politica
"Por una parte, entiendo que eso de que entren los FCSE en tu domicilio por la fuerza sea un atentado contra la propiedad privada del individuo. Sin embargo, se ha comentado en el vídeo que ese acto se puede realizar si es para evitar la comisión de un delito flagrante. Entonces, en el caso que se comenta en el vídeo, si los FCSE van al domicilio y les dicen que salgan y se niegan, ¿ los FCSE han de esperarse en la puerta a que acaben la fiesta y salgan todos? Además, como el virus se transmite por el aire, cuánto más rato se esté encerrado en un lugar con gente sin mascarillas, más probable es contagiarse. Por lo que, según mi parecer, el delito se estaría llevando a cabo a lo largo del transcurso de la fiesta. Entonces, los FCSE estarían legitimados a entrar para evitar la comisión de la infracción. Espero haberme explicado correctamente!",politica
